tech,year,learning_rate,scenario,Remanufacturing,Manufacturing,Stockpile
solarPV,2040,LR3_5,scenario_avg_min_high,100.0407809479161,382.2423294867089,56.5756791422977
solarPV,2025,LR3_5,scenario_avg_avg_min,5.777708677120092,9.699419826879934,37.97087149599997
solarPV,2030,LR3_5,scenario_avg_avg_min,100.0,83.51099454177292,40.0
solarPV,2035,LR3_5,scenario_avg_avg_min,100.04078094791642,232.65132587453502,56.57567914229749
solarPV,2040,LR3_5,scenario_avg_avg_min,100.04078094791642,381.86932571083014,56.57567914229749
solarPV,2025,LR3_5,scenario_avg_avg_avg,5.777708677120085,9.699419826879948,37.97087149599997
solarPV,2030,LR3_5,scenario_avg_avg_avg,99.99999999999999,83.51099454177293,40.0
solarPV,2035,LR3_5,scenario_avg_avg_avg,100.04078094791598,232.65132587453544,56.5756791422976
solarPV,2040,LR3_5,scenario_avg_avg_avg,100.04078094791598,381.907877533099,56.5756791422976
solarPV,2025,LR3_5,scenario_avg_avg_high,5.777708677119884,9.699419826880202,37.97087149599992
solarPV,2030,LR3_5,scenario_avg_avg_high,99.99999999999999,83.51099454177302,39.99999999999994
solarPV,2035,LR3_5,scenario_avg_avg_high,100.04078094791598,232.65132587453542,56.57567914229753
solarPV,2040,LR3_5,scenario_avg_avg_high,100.04078094791598,381.907877533109,56.57567914229753
solarPV,2025,LR3_5,scenario_avg_high_min,5.777708677120085,9.699419826879934,37.97087149599998
solarPV,2030,LR3_5,scenario_avg_high_min,100.00000000000001,83.5109945417729,39.99999999999999
solarPV,2035,LR3_5,scenario_avg_high_min,100.04078094791608,232.65132587453533,56.57567914229759
solarPV,2040,LR3_5,scenario_avg_high_min,100.04078094791608,379.843356658138,56.57567914229759
solarPV,2025,LR3_5,scenario_avg_high_avg,5.777708677120026,9.699419826879973,37.97087149600001
solarPV,2030,LR3_5,scenario_avg_high_avg,100.00000000000001,83.51099454177303,40.0
solarPV,2035,LR3_5,scenario_avg_high_avg,100.04078094791642,232.65132587453502,56.57567914229761
solarPV,2040,LR3_5,scenario_avg_high_avg,100.04078094791642,379.8433566581377,56.57567914229761
solarPV,2025,LR3_5,scenario_avg_high_high,5.777708677120118,9.69941982687988,37.97087149600001
solarPV,2030,LR3_5,scenario_avg_high_high,100.00000000000001,83.51099454177293,40.00000000000001
solarPV,2035,LR3_5,scenario_avg_high_high,100.040780947916,232.65132587453542,56.5756791422976
solarPV,2040,LR3_5,scenario_avg_high_high,100.040780947916,379.8433566581381,56.5756791422976
solarPV,2025,LR3_5,scenario_high_min_min,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_min_min,32.34458674955653,134.59072864991893,39.99999999999977
solarPV,2035,LR3_5,scenario_high_min_min,41.06884009332495,291.6232667291265,39.99999999999977
solarPV,2040,LR3_5,scenario_high_min_min,41.06884009332495,438.81529751272916,39.99999999999977
solarPV,2025,LR3_5,scenario_high_min_avg,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_min_avg,32.344586749556306,134.5907286499191,40.00000000000007
solarPV,2035,LR3_5,scenario_high_min_avg,41.06884009332474,291.62326672912667,40.00000000000007
solarPV,2040,LR3_5,scenario_high_min_avg,41.06884009332474,438.8152975127294,40.00000000000007
solarPV,2025,LR3_5,scenario_high_min_high,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_min_high,32.344586749556555,134.59072864991887,40.00000000000001
solarPV,2035,LR3_5,scenario_high_min_high,41.06884009332499,291.62326672912644,40.00000000000001
solarPV,2040,LR3_5,scenario_high_min_high,41.06884009332499,438.8152975127291,40.00000000000001
solarPV,2025,LR3_5,scenario_high_avg_min,1.0,29.94685199999989,22.50114800000011
solarPV,2030,LR3_5,scenario_high_avg_min,32.34458674955633,134.59072864991916,40.00000000000006
solarPV,2035,LR3_5,scenario_high_avg_min,41.06884009332476,291.6232667291267,40.00000000000006
solarPV,2040,LR3_5,scenario_high_avg_min,41.06884009332476,439.9975033109638,40.00000000000006
solarPV,2025,LR3_5,scenario_high_avg_avg,1.0,29.94685199999993,22.50114800000007
solarPV,2030,LR3_5,scenario_high_avg_avg,32.34458674955622,134.5907286499192,40.00000000000009
solarPV,2035,LR3_5,scenario_high_avg_avg,41.06884009332465,291.6232667291268,40.00000000000009
solarPV,2040,LR3_5,scenario_high_avg_avg,41.06884009332465,440.0103875876928,40.00000000000009
solarPV,2025,LR3_5,scenario_high_avg_high,1.0,29.9468519999999,22.5011480000001
solarPV,2030,LR3_5,scenario_high_avg_high,32.34458674955624,134.59072864991919,40.0000000000001
solarPV,2035,LR3_5,scenario_high_avg_high,41.068840093324674,291.6232667291268,40.0000000000001
